season,episode,speaker,Symptom,Test,Drug,Procedure,Intent,diagnosis_stage,Sarcasm,Emotion,Organ,correct_prediction,model_prediction,text,medical_entities,text_clean,intent_norm,emotion_norm,organ_norm,diagnosis_stage_norm,sarcasm_label,has_symptom,has_test,has_drug,has_procedure,entity_count,entity_types
3,15,Foreman,-,-,-,-,açıklama,değerlendirme,0,endişe,-,Takayasu sendromu,,Yani ya kanser ya da otoimmün hastalık.,"[{""text"": ""otoimmün hastalık"", ""type"": ""Disease""}]",yani ya kanser ya da otoimmün hastalık.,açıklama,endişe,unknown,değerlendirme,not_sarcastic,True,True,True,True,1,Disease:1
3,15,Chase,-,BOS,-,-,açıklama,değerlendirme,0,endişe,-,Takayasu sendromu,,House'un BOS'undaki kanser proteinlerini ayırdım.,"[{""text"": ""BOS"", ""type"": ""Test""}]",house'un bos'undaki kanser proteinlerini ayırdım.,açıklama,endişe,unknown,değerlendirme,not_sarcastic,True,True,True,True,1,Test:1
3,15,Foreman,distoni,-,-,-,açıklama,test,0,nötr,kalp; arterler,Takayasu sendromu,,Sorun distoni değildi. Kolundaki damarları daraltan bir kalp hastalığı varmış.,"[{""text"": ""distoni"", ""type"": ""Symptom""}, {""text"": ""kalp"", ""type"": ""Anatomy""}, {""text"": ""arterler"", ""type"": ""Anatomy""}]",sorun distoni değildi. kolundaki damarları daraltan bir kalp hastalığı varmış.,açıklama,nötr,kalp; arterler,test,not_sarcastic,True,True,True,True,3,Anatomy:2|Symptom:1
3,15,Cuddy,-,-,-,hemisferektomi,soru,değerlendirme,0,nötr,beyin,Takayasu sendromu,,Beyninin yarısını çıkarmak mı istiyorsun?,"[{""text"": ""hemisferektomi"", ""type"": ""Procedure""}, {""text"": ""beyin"", ""type"": ""Anatomy""}]",beyninin yarısını çıkarmak mı istiyorsun?,soru,nötr,beyin,değerlendirme,not_sarcastic,True,True,True,True,2,Anatomy:1|Procedure:1
3,15,Foreman,taşikardi,-,-,defibrilasyon,açıklama,değerlendirme,0,endişe,-,Takayasu sendromu,,Supraventriküler taşikardi. Defibrilatör pedleri!,"[{""text"": ""taşikardi"", ""type"": ""Symptom""}, {""text"": ""defibrilasyon"", ""type"": ""Procedure""}]",supraventriküler taşikardi. defibrilatör pedleri!,açıklama,endişe,unknown,değerlendirme,not_sarcastic,True,True,True,True,2,Procedure:1|Symptom:1
3,15,Cuddy,-,-,-,hemisferektomi,açıklama,test,0,nötr,beyin,Takayasu sendromu,,Beynin yarısını çıkarıp da işlev kazanmazsın.,"[{""text"": ""hemisferektomi"", ""type"": ""Procedure""}, {""text"": ""beyin"", ""type"": ""Anatomy""}]",beynin yarısını çıkarıp da işlev kazanmazsın.,açıklama,nötr,beyin,test,not_sarcastic,True,True,True,True,2,Anatomy:1|Procedure:1
3,15,Foreman,nöbet,-,antiepileptik,-,açıklama,değerlendirme,0,endişe,-,Takayasu sendromu,,"Nöbet önleyici ilaçlar nöbetleri tamamen engellemez, sadece kontrol edilebilir hâle getirir.","[{""text"": ""nöbet"", ""type"": ""Symptom""}, {""text"": ""antiepileptik"", ""type"": ""Drug""}]","nöbet önleyici ilaçlar nöbetleri tamamen engellemez, sadece kontrol edilebilir hâle getirir.",açıklama,endişe,unknown,değerlendirme,not_sarcastic,True,True,True,True,2,Drug:1|Symptom:1
3,15,House,nöbet,-,-,-,açıklama,test,0,endişe,beyin,Takayasu sendromu,,Ama... hemisferektomi sağ beyin kaynaklı nöbet aktivitesini tamamen durdurur ve artık antikonvülzan kullanmasına gerek kalmaz.,"[{""text"": ""nöbet"", ""type"": ""Symptom""}, {""text"": ""beyin"", ""type"": ""Anatomy""}]",ama... hemisferektomi sağ beyin kaynaklı nöbet aktivitesini tamamen durdurur ve artık antikonvülzan kullanmasına gerek kalmaz.,açıklama,endişe,beyin,test,not_sarcastic,True,True,True,True,2,Anatomy:1|Symptom:1
3,15,Foreman,-,fMRI,-,-,açıklama,test,0,nötr,-,Takayasu sendromu,,Fonksiyonel MR travmayı göstermez.,"[{""text"": ""fMRI"", ""type"": ""Test""}]",fonksiyonel mr travmayı göstermez.,açıklama,nötr,unknown,test,not_sarcastic,True,True,True,True,1,Test:1
3,15,Foreman,-,-,benztropin,-,açıklama,tedavi,0,nötr,-,Takayasu sendromu,,O zaman benztropinle tedavi ederiz.,"[{""text"": ""benztropin"", ""type"": ""Drug""}]",o zaman benztropinle tedavi ederiz.,açıklama,nötr,unknown,tedavi,not_sarcastic,True,True,True,True,1,Drug:1
3,15,House,-,PET taraması,-,-,test,test,0,nötr,-,Takayasu sendromu,,Daha da kötüleştiğinde bir PET taraması yapın.,"[{""text"": ""PET taraması"", ""type"": ""Test""}]",daha da kötüleştiğinde bir pet taraması yapın.,test,nötr,unknown,test,not_sarcastic,True,True,True,True,1,Test:1
3,15,House,-,-,antikonvülzan,-,açıklama,tedavi,0,endişe,-,Takayasu sendromu,,Antikonvülzan ilacını kesiyoruz.,"[{""text"": ""antikonvülzan"", ""type"": ""Drug""}]",antikonvülzan ilacını kesiyoruz.,açıklama,endişe,unknown,tedavi,not_sarcastic,True,True,True,True,1,Drug:1
3,15,House,-,-,-,cerrahi,açıklama,değerlendirme,0,nötr,-,Takayasu sendromu,,Ameliyattan çıktı. Şu an bilinçsiz ama...,"[{""text"": ""cerrahi"", ""type"": ""Procedure""}]",ameliyattan çıktı. şu an bilinçsiz ama...,açıklama,nötr,unknown,değerlendirme,not_sarcastic,True,True,True,True,1,Procedure:1
3,15,Foreman,-,EEG,-,-,açıklama,test,0,nötr,-,Takayasu sendromu,,İntrakraniyal EEG elektriksel anormallik göstermedi.,"[{""text"": ""EEG"", ""type"": ""Test""}]",intrakraniyal eeg elektriksel anormallik göstermedi.,açıklama,nötr,unknown,test,not_sarcastic,True,True,True,True,1,Test:1
3,15,Foreman,-,-,-,-,açıklama,değerlendirme,0,nötr,beyin,Takayasu sendromu,,Hayır. Ama tüm sağ hemisferinin beyin ölümü geçirdiğini gösterdi.,"[{""text"": ""beyin"", ""type"": ""Anatomy""}]",hayır. ama tüm sağ hemisferinin beyin ölümü geçirdiğini gösterdi.,açıklama,nötr,beyin,değerlendirme,not_sarcastic,True,True,True,True,1,Anatomy:1
3,62,Cuddy,"yorgunluk,döküntü,eklem ağrısı",,,,açıklama,hipotez,0,nötr,genel,kalıtsal hemorajik telenjiektazi,,Eski deniz piyadesi. Körfez Savaşı sendromu olduğunu düşünüyor.,"[{""text"": ""Körfez Savaşı sendromu"", ""type"": ""Disease""}, {""text"": ""yorgunluk"", ""type"": ""Symptom""}]",eski deniz piyadesi. körfez savaşı sendromu olduğunu düşünüyor.,açıklama,nötr,genel,hipotez,not_sarcastic,True,False,False,False,2,Disease:1|Symptom:1
3,62,House,"kronik yorgunluk,eklem ağrısı,döküntü,boğaz ağrısı",,,,açıklama,hipotez,0,nötr,genel,kalıtsal hemorajik telenjiektazi,,"Kronik yorgunluk, eklem ağrıları, aralıklı döküntüler ve boğaz ağrısı şikayetiyle geldi.","[{""text"": ""kronik yorgunluk"", ""type"": ""Symptom""}, {""text"": ""eklem ağrısı"", ""type"": ""Symptom""}, {""text"": ""döküntü"", ""type"": ""Symptom""}, {""text"": ""boğaz ağrısı"", ""type"": ""Symptom""}]","kronik yorgunluk, eklem ağrıları, aralıklı döküntüler ve boğaz ağrısı şikayetiyle geldi.",açıklama,nötr,genel,hipotez,not_sarcastic,True,False,False,False,4,Symptom:4
3,62,House,,"HIV,Hepatit C,sıtma,şistozomiyazis,A. baumannii",,,açıklama,test,0,nötr,kan,kalıtsal hemorajik telenjiektazi,,"HIV, Hepatit C, sıtma, şistozomiyazis ve T suşu A. baumannii için kanını yeniden kontrol edin.","[{""text"": ""HIV"", ""type"": ""Test""}, {""text"": ""Hepatit C"", ""type"": ""Test""}, {""text"": ""sıtma"", ""type"": ""Disease""}, {""text"": ""şistozomiyazis"", ""type"": ""Disease""}]","hiv, hepatit c, sıtma, şistozomiyazis ve t suşu a. baumannii için kanını yeniden kontrol edin.",açıklama,nötr,kan,test,not_sarcastic,False,True,False,False,4,Disease:2|Test:2
3,62,House,"kronik yorgunluk,paranoya",polisomnogram,,,hipotez,test,0,nötr,beyin,kalıtsal hemorajik telenjiektazi,,Uyku apnesi kronik yorgunluğa ve paranoyaya neden olabilir. Ona polisomnogram yapın.,"[{""text"": ""uyku apnesi"", ""type"": ""Disease""}, {""text"": ""kronik yorgunluk"", ""type"": ""Symptom""}, {""text"": ""polisomnogram"", ""type"": ""Test""}]",uyku apnesi kronik yorgunluğa ve paranoyaya neden olabilir. ona polisomnogram yapın.,hipotez,nötr,beyin,test,not_sarcastic,True,True,False,False,3,Disease:1|Symptom:1|Test:1
3,62,Foreman,,,,,açıklama,hipotez,0,nötr,genel,kalıtsal hemorajik telenjiektazi,,Özellikle hiç Körfez'de görev yapmamış gazilerde Körfez Savaşı Sendromu diye bir şey yoktur.,"[{""text"": ""Körfez Savaşı Sendromu"", ""type"": ""Disease""}]",özellikle hiç körfez'de görev yapmamış gazilerde körfez savaşı sendromu diye bir şey yoktur.,açıklama,nötr,genel,hipotez,not_sarcastic,False,False,False,False,1,Disease:1
3,62,Chase,,,,,hipotez,hipotez,0,şüphe,genel,kalıtsal hemorajik telenjiektazi,,"Düşük potasyum, Irak'a gitmeden önce verilen deneysel aşılar ve kimyasal savaş karşıtı haplardan da kaynaklanıyor olabilir.","[{""text"": ""düşük potasyum"", ""type"": ""Symptom""}]","düşük potasyum, irak'a gitmeden önce verilen deneysel aşılar ve kimyasal savaş karşıtı haplardan da kaynaklanıyor olabilir.",hipotez,şüphe,genel,hipotez,not_sarcastic,False,False,False,False,1,Symptom:1
3,62,Cameron,"kronik yorgunluk,eklem ağrısı",,,,açıklama,test,0,nötr,genel,kalıtsal hemorajik telenjiektazi,,İddia ettiği eklem ağrısı dışında şikâyet ettiği diğer belirtilerin hiçbiri şu anda görünmüyor.,"[{""text"": ""eklem ağrısı"", ""type"": ""Symptom""}]",iddia ettiği eklem ağrısı dışında şikâyet ettiği diğer belirtilerin hiçbiri şu anda görünmüyor.,açıklama,nötr,genel,test,not_sarcastic,True,False,False,False,1,Symptom:1
3,62,Foreman,düşük potasyum,,,,açıklama,test,0,nötr,kan,kalıtsal hemorajik telenjiektazi,,Egzersiz sonrası fazla su içmesinden kaynaklanmış olması muhtemel düşük potasyum dışında kan değerlerinin hepsi normal.,"[{""text"": ""düşük potasyum"", ""type"": ""Symptom""}]",egzersiz sonrası fazla su içmesinden kaynaklanmış olması muhtemel düşük potasyum dışında kan değerlerinin hepsi normal.,açıklama,nötr,kan,test,not_sarcastic,True,False,False,False,1,Symptom:1
3,62,Chase,,uranyum testi,,,hipotez,test,0,nötr,idrar,kalıtsal hemorajik telenjiektazi,,İdrarını Leicester Üniversitesi'ne göndermeliyiz. Orada uranyum için daha gelişmiş bir tarama tekniği var.,"[{""text"": ""uranyum testi"", ""type"": ""Test""}]",idrarını leicester üniversitesi'ne göndermeliyiz. orada uranyum için daha gelişmiş bir tarama tekniği var.,hipotez,nötr,idrar,test,not_sarcastic,False,True,False,False,1,Test:1
3,62,Cameron,,,,,açıklama,test,0,nötr,uyku,kalıtsal hemorajik telenjiektazi,,Bu üçüncü REM döngüsü ve solunumu tamamen normal. Uyku düzeninde belli ki hiçbir sorun yok.,"[{""text"": ""REM döngüsü"", ""type"": ""Test""}, {""text"": ""solunum"", ""type"": ""Symptom""}]",bu üçüncü rem döngüsü ve solunumu tamamen normal. uyku düzeninde belli ki hiçbir sorun yok.,açıklama,nötr,uyku,test,not_sarcastic,False,False,False,False,2,Symptom:1|Test:1
3,62,Chase,,karaciğer biyopsisi,,biyopsi,hipotez,test,0,nötr,karaciğer,kalıtsal hemorajik telenjiektazi,,Gerçekten bir toksin olduğunu düşünüyorsan sabah karaciğer biyopsisi yapabilirsin.,"[{""text"": ""karaciğer biyopsisi"", ""type"": ""Procedure""}, {""text"": ""toksin"", ""type"": ""Symptom""}]",gerçekten bir toksin olduğunu düşünüyorsan sabah karaciğer biyopsisi yapabilirsin.,hipotez,nötr,karaciğer,test,not_sarcastic,False,True,False,True,2,Procedure:1|Symptom:1
3,62,Chase,bakteriyel vajinoz,,,,açıklama,değerlendirme,0,nötr,ağız,kalıtsal hemorajik telenjiektazi,,Yorgunluk ve eklem ağrısını numaradan yapabilirsin ama ağzındaki bakteriyel vajinozu yapamazsın.,"[{""text"": ""bakteriyel vajinoz"", ""type"": ""Disease""}, {""text"": ""yorgunluk"", ""type"": ""Symptom""}, {""text"": ""eklem ağrısı"", ""type"": ""Symptom""}]",yorgunluk ve eklem ağrısını numaradan yapabilirsin ama ağzındaki bakteriyel vajinozu yapamazsın.,açıklama,nötr,ağız,değerlendirme,not_sarcastic,True,False,False,False,3,Disease:1|Symptom:2
3,62,Cameron,,,,,hipotez,hipotez,0,nötr,tükürük bezi,kalıtsal hemorajik telenjiektazi,,"Otoimmün olabilir. Sjögren tükürük akışını azaltır, bakteriler için elverişli bir ortam yaratır.","[{""text"": ""Sjögren"", ""type"": ""Disease""}, {""text"": ""otoimmün"", ""type"": ""Disease""}]","otoimmün olabilir. sjögren tükürük akışını azaltır, bakteriler için elverişli bir ortam yaratır.",hipotez,nötr,tükürük bezi,hipotez,not_sarcastic,False,False,False,False,2,Disease:2
3,62,Foreman,"kronik yorgunluk,eklem ağrısı,fırsatçı enfeksiyon",,,,hipotez,hipotez,0,kararlı,lenf,kalıtsal hemorajik telenjiektazi,,"Kronik yorgunluk, eklem ağrısı ve fırsatçı enfeksiyon kanser demektir, muhtemelen lenfoma.","[{""text"": ""kronik yorgunluk"", ""type"": ""Symptom""}, {""text"": ""lenfoma"", ""type"": ""Disease""}, {""text"": ""fırsatçı enfeksiyon"", ""type"": ""Symptom""}]","kronik yorgunluk, eklem ağrısı ve fırsatçı enfeksiyon kanser demektir, muhtemelen lenfoma.",hipotez,kararlı,lenf,hipotez,not_sarcastic,True,False,False,False,3,Disease:1|Symptom:2
3,62,House,,,,,hipotez,hipotez,0,kararlı,tükürük bezi,kalıtsal hemorajik telenjiektazi,,"Kanser konusunda doğru, lenfoma konusunda yanlış. Wilson'a tükürük bezlerinden biyopsi yaptırın. Parotis kanseri var.","[{""text"": ""parotis kanseri"", ""type"": ""Disease""}, {""text"": ""biyopsi"", ""type"": ""Procedure""}]","kanser konusunda doğru, lenfoma konusunda yanlış. wilson'a tükürük bezlerinden biyopsi yaptırın. parotis kanseri var.",hipotez,kararlı,tükürük bezi,hipotez,not_sarcastic,False,False,False,False,2,Disease:1|Procedure:1
3,62,Wilson,,,antibiyotik,,açıklama,değerlendirme,0,nötr,ağız,kalıtsal hemorajik telenjiektazi,,Antibiyotikler en azından enfeksiyonu hafifletmeli. Bu da ağzındaki kokuyu ve tadı azaltır.,"[{""text"": ""antibiyotik"", ""type"": ""Drug""}, {""text"": ""enfeksiyon"", ""type"": ""Disease""}]",antibiyotikler en azından enfeksiyonu hafifletmeli. bu da ağzındaki kokuyu ve tadı azaltır.,açıklama,nötr,ağız,değerlendirme,not_sarcastic,False,False,True,False,2,Disease:1|Drug:1
3,62,Wilson,,sialogram,,,açıklama,test,0,nötr,tükürük bezi,kalıtsal hemorajik telenjiektazi,,Biyopsi sonuçsuz. Ek kan sonuçlarını beklerken bir sialogram yapacağım.,"[{""text"": ""biyopsi"", ""type"": ""Procedure""}, {""text"": ""sialogram"", ""type"": ""Test""}]",biyopsi sonuçsuz. ek kan sonuçlarını beklerken bir sialogram yapacağım.,açıklama,nötr,tükürük bezi,test,not_sarcastic,False,True,False,False,2,Procedure:1|Test:1
3,62,House,,,"Vicodin,alfuzosin",,açıklama,yok,0,nötr,mesane,kalıtsal hemorajik telenjiektazi,,Vicodin için değil. Bana alfuzosin lazım. İşeyemiyorum.,"[{""text"": ""Vicodin"", ""type"": ""Drug""}, {""text"": ""alfuzosin"", ""type"": ""Drug""}, {""text"": ""üriner retansiyon"", ""type"": ""Symptom""}]",vicodin için değil. bana alfuzosin lazım. işeyemiyorum.,açıklama,nötr,mesane,unknown,not_sarcastic,False,False,True,False,3,Drug:2|Symptom:1
3,62,Wilson,işitme kaybı,BT,,,açıklama,değerlendirme,0,endişe,beyin,kalıtsal hemorajik telenjiektazi,,"Kanseri var; ama tükürük bezlerinde değil, beyninde. En az altı tümör var. İşitmesini kaybetti.","[{""text"": ""beyin tümörü"", ""type"": ""Disease""}, {""text"": ""işitme kaybı"", ""type"": ""Symptom""}, {""text"": ""BT"", ""type"": ""Test""}]","kanseri var; ama tükürük bezlerinde değil, beyninde. en az altı tümör var. işitmesini kaybetti.",açıklama,endişe,beyin,değerlendirme,not_sarcastic,True,True,False,False,3,Disease:1|Symptom:1|Test:1
3,62,House,,,,,hipotez,değerlendirme,0,kararlı,beyin,kalıtsal hemorajik telenjiektazi,,Bunların hepsinin bir haftada büyümüş olması imkânsız.,"[{""text"": ""tümör"", ""type"": ""Disease""}]",bunların hepsinin bir haftada büyümüş olması imkânsız.,hipotez,kararlı,beyin,değerlendirme,not_sarcastic,False,False,False,False,1,Disease:1
3,62,House,,,,,hipotez,değerlendirme,0,kararlı,beyin,kalıtsal hemorajik telenjiektazi,,Tümörlerin o kadar hızlı büyümesini sağlayacak tek şey radyasyondur.,"[{""text"": ""tümör"", ""type"": ""Disease""}, {""text"": ""radyasyon"", ""type"": ""Symptom""}]",tümörlerin o kadar hızlı büyümesini sağlayacak tek şey radyasyondur.,hipotez,kararlı,beyin,değerlendirme,not_sarcastic,False,False,False,False,2,Disease:1|Symptom:1
3,62,Chase,,uranyum testi,,,açıklama,test,0,nötr,idrar,kalıtsal hemorajik telenjiektazi,,Haklıymışım. İdrarında seyreltilmiş uranyum atıyor. İzotonik sodyum bikarbonat infüzyonuna başlamalıyız.,"[{""text"": ""uranyum"", ""type"": ""Test""}, {""text"": ""sodyum bikarbonat"", ""type"": ""Drug""}]",haklıymışım. idrarında seyreltilmiş uranyum atıyor. izotonik sodyum bikarbonat infüzyonuna başlamalıyız.,açıklama,nötr,idrar,test,not_sarcastic,False,True,False,False,2,Drug:1|Test:1
3,62,House,beyin apseleri,,antibiyotik,,hipotez,değerlendirme,0,kararlı,beyin,kalıtsal hemorajik telenjiektazi,,"Belki kanseri yoktur, belki de beyninde çoklu apselere neden olan bir enfeksiyon vardır.","[{""text"": ""beyin apsesi"", ""type"": ""Disease""}, {""text"": ""enfeksiyon"", ""type"": ""Disease""}]","belki kanseri yoktur, belki de beyninde çoklu apselere neden olan bir enfeksiyon vardır.",hipotez,kararlı,beyin,değerlendirme,not_sarcastic,True,False,True,False,2,Disease:2
3,62,House,felç,,,,açıklama,değerlendirme,0,nötr,bacak,kalıtsal hemorajik telenjiektazi,,"Kronik yorgunluk, boğaz ağrısı, döküntüler, ağızdan gelen pis akıntı, beyinde çoklu apseler, işitme kaybı ve alt ekstremite felci.","[{""text"": ""kronik yorgunluk"", ""type"": ""Symptom""}, {""text"": ""beyin apsesi"", ""type"": ""Disease""}, {""text"": ""işitme kaybı"", ""type"": ""Symptom""}, {""text"": ""alt ekstremite felci"", ""type"": ""Symptom""}]","kronik yorgunluk, boğaz ağrısı, döküntüler, ağızdan gelen pis akıntı, beyinde çoklu apseler, işitme kaybı ve alt ekstremite felci.",açıklama,nötr,bacak,değerlendirme,not_sarcastic,True,False,False,False,4,Disease:1|Symptom:3
3,62,House,,,,,şaka,yok,1,alaycı,genel,kalıtsal hemorajik telenjiektazi,,Herkes yalan söyler.,[],herkes yalan söyler.,şaka,alaycı,genel,unknown,sarcastic,False,False,False,False,0,
3,62,Cameron,felç,,,,uyarı,değerlendirme,0,endişe,omurilik,kalıtsal hemorajik telenjiektazi,,Felç yukarı ilerliyor. Son kontrolde neredeyse diyaframa ulaşmıştı.,"[{""text"": ""felç"", ""type"": ""Symptom""}, {""text"": ""diyafram"", ""type"": ""Anatomy""}]",felç yukarı ilerliyor. son kontrolde neredeyse diyaframa ulaşmıştı.,uyarı,endişe,omurilik,değerlendirme,not_sarcastic,True,False,False,False,2,Anatomy:1|Symptom:1
3,62,Foreman,felç,,sodyum bikarbonat,,açıklama,değerlendirme,0,nötr,omurilik,kalıtsal hemorajik telenjiektazi,,Sistemi temizlesin diye sodyum bikarbonat başlattık ama felç hâlâ kötüleşiyor.,"[{""text"": ""sodyum bikarbonat"", ""type"": ""Drug""}, {""text"": ""felç"", ""type"": ""Symptom""}]",sistemi temizlesin diye sodyum bikarbonat başlattık ama felç hâlâ kötüleşiyor.,açıklama,nötr,omurilik,değerlendirme,not_sarcastic,True,False,True,False,2,Drug:1|Symptom:1
3,62,House,iç kanama,,,,açıklama,değerlendirme,0,kararlı,kan,kalıtsal hemorajik telenjiektazi,,Kan kaybediyor. İçine doğru kanıyor. Ona kan verilmesi gerekiyor. Hemen dört ünite O negatif getirin!,"[{""text"": ""iç kanama"", ""type"": ""Symptom""}, {""text"": ""kan transfüzyonu"", ""type"": ""Procedure""}]",kan kaybediyor. içine doğru kanıyor. ona kan verilmesi gerekiyor. hemen dört ünite o negatif getirin!,açıklama,kararlı,kan,değerlendirme,not_sarcastic,True,False,False,False,2,Procedure:1|Symptom:1
3,62,Cuddy,,,,,açıklama,değerlendirme,0,endişe,kan,kalıtsal hemorajik telenjiektazi,,"Bilinci kapalı, cildinin tüm rengi gitmiş ve tansiyonu ile hematokriti düşüyor.","[{""text"": ""bilinç kaybı"", ""type"": ""Symptom""}, {""text"": ""düşük tansiyon"", ""type"": ""Symptom""}, {""text"": ""düşük hematokrit"", ""type"": ""Symptom""}]","bilinci kapalı, cildinin tüm rengi gitmiş ve tansiyonu ile hematokriti düşüyor.",açıklama,endişe,kan,değerlendirme,not_sarcastic,False,False,False,False,3,Symptom:3
3,62,House,burun kanaması,,,,açıklama,değerlendirme,0,nötr,burun,kalıtsal hemorajik telenjiektazi,,"Babası kaval kemiği ağrıları, büyükbabası burun kanamaları çekmiş.","[{""text"": ""burun kanaması"", ""type"": ""Symptom""}, {""text"": ""kaval kemiği ağrısı"", ""type"": ""Symptom""}]","babası kaval kemiği ağrıları, büyükbabası burun kanamaları çekmiş.",açıklama,nötr,burun,değerlendirme,not_sarcastic,True,False,False,False,2,Symptom:2
3,62,Wilson,,,,,açıklama,yok,0,nötr,mesane,kalıtsal hemorajik telenjiektazi,,Haplar işe yaramadıysa kateter gerekebilir.,"[{""text"": ""kateter"", ""type"": ""Procedure""}, {""text"": ""üriner retansiyon"", ""type"": ""Symptom""}]",haplar işe yaramadıysa kateter gerekebilir.,açıklama,nötr,mesane,unknown,not_sarcastic,False,False,False,False,2,Procedure:1|Symptom:1
3,62,House,,,,kateter,açıklama,yok,0,nötr,mesane,kalıtsal hemorajik telenjiektazi,,Kendime kateter taktım. İlk dokuz on santimden sonra o kadar da kötü değil. Kateter spazmı çözdü.,"[{""text"": ""kateter"", ""type"": ""Procedure""}, {""text"": ""spazm"", ""type"": ""Symptom""}]",kendime kateter taktım. ilk dokuz on santimden sonra o kadar da kötü değil. kateter spazmı çözdü.,açıklama,nötr,mesane,unknown,not_sarcastic,False,False,False,True,2,Procedure:1|Symptom:1
3,62,Wilson,,,Vicodin,,uyarı,yok,0,endişe,mesane,kalıtsal hemorajik telenjiektazi,,Belirli bir narkotik ağrı kesicinin aşırı kullanımının yol açtığı ciddi bir yan etki.,"[{""text"": ""Vicodin"", ""type"": ""Drug""}, {""text"": ""narkotik"", ""type"": ""Drug""}]",belirli bir narkotik ağrı kesicinin aşırı kullanımının yol açtığı ciddi bir yan etki.,uyarı,endişe,mesane,unknown,not_sarcastic,False,False,True,False,2,Drug:2
3,62,House,,,,,şaka,yok,1,alaycı,genel,kalıtsal hemorajik telenjiektazi,,Doktor olduğumu düşünmelerini istemiyorum.,[],doktor olduğumu düşünmelerini istemiyorum.,şaka,alaycı,genel,unknown,sarcastic,False,False,False,False,0,
3,62,House,,,,koterizasyon,açıklama,kesin_tanı,0,kararlı,burun,kalıtsal hemorajik telenjiektazi,,Cevap baştan beri gözümüzün önündeydi. Kıl yok ve koter izleri var. Koterizasyon yapılmış.,"[{""text"": ""koterizasyon"", ""type"": ""Procedure""}]",cevap baştan beri gözümüzün önündeydi. kıl yok ve koter izleri var. koterizasyon yapılmış.,açıklama,kararlı,burun,kesin_tanı,not_sarcastic,False,False,False,True,1,Procedure:1
3,62,House,,,,,açıklama,kesin_tanı,0,kararlı,damar,kalıtsal hemorajik telenjiektazi,,Kılcal damarlarını mahveden genetik bir hastalığın var. Kalıtsal Hemorajik Telenjiektazi.,"[{""text"": ""Kalıtsal Hemorajik Telenjiektazi"", ""type"": ""Disease""}, {""text"": ""kılcal damar"", ""type"": ""Anatomy""}]",kılcal damarlarını mahveden genetik bir hastalığın var. kalıtsal hemorajik telenjiektazi.,açıklama,kararlı,damar,kesin_tanı,not_sarcastic,False,False,False,False,2,Anatomy:1|Disease:1
3,62,House,"felç,enfeksiyon",,,ameliyat,açıklama,kesin_tanı,0,kararlı,akciğer,kalıtsal hemorajik telenjiektazi,,Omurgasının yakınındaki bir AVM felce neden oldu. Akciğerlerindeki AVM kanının filtrelenmesini engelledi.,"[{""text"": ""AVM"", ""type"": ""Disease""}, {""text"": ""felç"", ""type"": ""Symptom""}, {""text"": ""omurilik"", ""type"": ""Anatomy""}, {""text"": ""akciğer"", ""type"": ""Anatomy""}]",omurgasının yakınındaki bir avm felce neden oldu. akciğerlerindeki avm kanının filtrelenmesini engelledi.,açıklama,kararlı,akciğer,kesin_tanı,not_sarcastic,True,False,False,True,4,Anatomy:2|Disease:1|Symptom:1
3,62,House,"eklem ağrısı,yorgunluk,enfeksiyon",,,,açıklama,kesin_tanı,0,kararlı,kan,kalıtsal hemorajik telenjiektazi,,"Kirli kan; eklem ağrısına, yorgunluğa ve ağız ile beyindeki enfeksiyonlara yol açtı.","[{""text"": ""eklem ağrısı"", ""type"": ""Symptom""}, {""text"": ""yorgunluk"", ""type"": ""Symptom""}, {""text"": ""enfeksiyon"", ""type"": ""Disease""}]","kirli kan; eklem ağrısına, yorgunluğa ve ağız ile beyindeki enfeksiyonlara yol açtı.",açıklama,kararlı,kan,kesin_tanı,not_sarcastic,True,False,False,False,3,Disease:1|Symptom:2
3,62,House,,MR anjiyografi,,,açıklama,kesin_tanı,0,kararlı,damar,kalıtsal hemorajik telenjiektazi,,MR anjiyografi isteyin. Birkaç ameliyatın çözemeyeceği bir şey değil.,"[{""text"": ""MR anjiyografi"", ""type"": ""Test""}, {""text"": ""ameliyat"", ""type"": ""Procedure""}]",mr anjiyografi isteyin. birkaç ameliyatın çözemeyeceği bir şey değil.,açıklama,kararlı,damar,kesin_tanı,not_sarcastic,False,True,False,False,2,Procedure:1|Test:1
3,62,John,"kronik yorgunluk,öksürük,döküntü,boğaz ağrısı,eklem ağrısı",,,,açıklama,hipotez,0,öfke,eklem,kalıtsal hemorajik telenjiektazi,,"Geceleri on saat uyuyorum ama sürekli yorgun hissediyorum. Sürekli öksürük, döküntü, boğaz ağrısı. Dizlerimle kalçalarım sanki eklemlerime kum dökülmüş gibi.","[{""text"": ""kronik yorgunluk"", ""type"": ""Symptom""}, {""text"": ""öksürük"", ""type"": ""Symptom""}, {""text"": ""döküntü"", ""type"": ""Symptom""}, {""text"": ""eklem ağrısı"", ""type"": ""Symptom""}]","geceleri on saat uyuyorum ama sürekli yorgun hissediyorum. sürekli öksürük, döküntü, boğaz ağrısı. dizlerimle kalçalarım sanki eklemlerime kum dökülmüş gibi.",açıklama,öfke,eklem,hipotez,not_sarcastic,True,False,False,False,4,Symptom:4
